# z r Bz Br
#--------------------
 277 39 0.00144 0.000452
 277 40 0.001436 0.000463
 277 41 0.001428 0.000472
 277 42 0.001423 0.000483
 277 43 0.001416 0.000493
 277 44 0.001408 0.000503
 277 45 0.001403 0.000513
 277 46 0.001396 0.000522
 277 47 0.001387 0.000532
 277 48 0.001381 0.000542
 277 49 0.001375 0.000552
 277 50 0.001365 0.000561
 278 0 0.001543 0
 278 1 0.001543 0.000013
 278 2 0.001542 0.000024
 278 3 0.001541 0.000036
 278 4 0.001542 0.000048
 278 5 0.00154 0.000061
 278 6 0.00154 0.000074
 278 7 0.00154 0.000084
 278 8 0.001536 0.000096
 278 9 0.001536 0.000108
 278 10 0.001534 0.000119
 278 11 0.001532 0.000131
 278 12 0.00153 0.000144
 278 13 0.001528 0.000155
 278 14 0.001525 0.000167
 278 15 0.001523 0.000178
 278 16 0.001521 0.00019
 278 17 0.001518 0.000203
 278 18 0.001515 0.000214
 278 19 0.001513 0.000226
 278 20 0.001509 0.000237
 278 21 0.001505 0.000249
 278 22 0.001503 0.00026
 278 23 0.001498 0.000272
 278 24 0.001494 0.000284
 278 25 0.00149 0.000294
 278 26 0.001488 0.000305
 278 27 0.001483 0.000317
 278 28 0.001478 0.000329
 278 29 0.001472 0.000338
 278 30 0.001467 0.000349
 278 31 0.001463 0.000361
 278 32 0.00146 0.000372
 278 33 0.001451 0.000384
 278 34 0.001446 0.000393
 278 35 0.001443 0.000403
 278 36 0.001436 0.000415
 278 37 0.001432 0.000425
 278 38 0.001424 0.000436
 278 39 0.001419 0.000446
 278 40 0.001413 0.000456
 278 41 0.001407 0.000466
 278 42 0.001401 0.000477
 278 43 0.001394 0.000486
 278 44 0.001386 0.000497
 278 45 0.001382 0.000506
 278 46 0.001374 0.000516
 278 47 0.001366 0.000524
 278 48 0.001361 0.000534
 278 49 0.001354 0.000545
 278 50 0.001346 0.000554
 279 0 0.001516 0
 279 1 0.001518 0.000012
 279 2 0.001517 0.000024
 279 3 0.001518 0.000037
 279 4 0.001517 0.000047
 279 5 0.001516 0.000059
 279 6 0.001517 0.000071
 279 7 0.001515 0.000083
 279 8 0.001512 0.000095
 279 9 0.001513 0.000107
 279 10 0.001509 0.000118
 279 11 0.001509 0.000131
 279 12 0.001506 0.000142
 279 13 0.001504 0.000153
 279 14 0.001502 0.000167
 279 15 0.001501 0.000177
 279 16 0.001499 0.000188
 279 17 0.001495 0.0002
 279 18 0.001492 0.000211
 279 19 0.001488 0.000223
 279 20 0.001488 0.000234
 279 21 0.001482 0.000244
 279 22 0.001479 0.000257
 279 23 0.001475 0.000268
 279 24 0.001472 0.000279
 279 25 0.001469 0.000289
 279 26 0.001463 0.0003
 279 27 0.001457 0.000312
 279 28 0.001454 0.000323
 279 29 0.00145 0.000335
 279 30 0.001445 0.000345
 279 31 0.00144 0.000355
 279 32 0.001436 0.000367
 279 33 0.001431 0.000379
 279 34 0.001427 0.00039
 279 35 0.001422 0.000399
 279 36 0.001414 0.000408
 279 37 0.001409 0.000419
 279 38 0.001404 0.000429
 279 39 0.001399 0.000439
 279 40 0.001391 0.000449
 279 41 0.001385 0.000461
 279 42 0.00138 0.00047
 279 43 0.001373 0.00048
 279 44 0.001366 0.00049
 279 45 0.00136 0.000499
 279 46 0.001353 0.000509
 279 47 0.001346 0.000518
 279 48 0.00134 0.000529
 279 49 0.001333 0.000538
 279 50 0.001325 0.000547
 280 0 0.001493 0
 280 1 0.001495 0.000011
 280 2 0.001495 0.000022
 280 3 0.001493 0.000034
 280 4 0.001493 0.000047
 280 5 0.001494 0.000057
 280 6 0.001491 0.000068
 280 7 0.00149 0.000082
 280 8 0.001489 0.000093
 280 9 0.00149 0.000105
 280 10 0.001486 0.000119
 280 11 0.001485 0.00013
 280 12 0.001483 0.000139
 280 13 0.001482 0.00015
 280 14 0.001479 0.000162
 280 15 0.001478 0.000173
 280 16 0.001474 0.000185
 280 17 0.001471 0.000197
 280 18 0.001468 0.000208
 280 19 0.001465 0.00022
 280 20 0.001464 0.000231
 280 21 0.00146 0.000242
 280 22 0.001455 0.000253
 280 23 0.001452 0.000264
 280 24 0.001449 0.000275
 280 25 0.001444 0.000287
 280 26 0.001441 0.000297
 280 27 0.001434 0.000309
 280 28 0.001433 0.000319
 280 29 0.001428 0.00033
 280 30 0.001424 0.000339
 280 31 0.001417 0.00035
 280 32 0.001413 0.000361
 280 33 0.00141 0.000371
 280 34 0.001403 0.000384
 280 35 0.001399 0.000395
 280 36 0.001392 0.000405
 280 37 0.001388 0.000414
 280 38 0.001381 0.000423
 280 39 0.001378 0.000435
 280 40 0.001369 0.000445
 280 41 0.001363 0.000454
 280 42 0.001359 0.000464
 280 43 0.001351 0.000473
 280 44 0.001346 0.000484
 280 45 0.001339 0.000493
 280 46 0.001334 0.000502
 280 47 0.001326 0.000512
 280 48 0.00132 0.000521
 280 49 0.001314 0.00053
 280 50 0.001304 0.00054
 281 0 0.00147 0
 281 1 0.001471 0.000011
 281 2 0.001474 0.000023
 281 3 0.001469 0.000034
 281 4 0.00147 0.000046
 281 5 0.00147 0.000059
 281 6 0.001468 0.000069
 281 7 0.001468 0.000082
 281 8 0.001468 0.000092
 281 9 0.001464 0.000104
 281 10 0.001462 0.000115
 281 11 0.001463 0.000125
 281 12 0.001461 0.000138
 281 13 0.001458 0.000148
 281 14 0.001455 0.000159
 281 15 0.001454 0.000172
 281 16 0.001451 0.000183
 281 17 0.001448 0.000194
 281 18 0.001445 0.000206
 281 19 0.001442 0.000216
 281 20 0.001441 0.000227
 281 21 0.001437 0.000239
 281 22 0.001433 0.000249
 281 23 0.00143 0.00026
 281 24 0.001426 0.000272
 281 25 0.001423 0.000282
 281 26 0.001418 0.000293
 281 27 0.001413 0.000303
 281 28 0.001411 0.000315
 281 29 0.001406 0.000325
 281 30 0.001403 0.000336
 281 31 0.001394 0.000346
 281 32 0.001394 0.000357
 281 33 0.001387 0.000367
 281 34 0.001382 0.000377
 281 35 0.001378 0.000388
 281 36 0.001372 0.000399
 281 37 0.001367 0.000408
 281 38 0.001359 0.000418
 281 39 0.001354 0.000428
 281 40 0.001351 0.000438
 281 41 0.001345 0.000447
 281 42 0.001338 0.000457
 281 43 0.001332 0.000467
 281 44 0.001325 0.000476
 281 45 0.001319 0.000486
 281 46 0.001313 0.000496
 281 47 0.001306 0.000505
 281 48 0.0013 0.000515
 281 49 0.001296 0.000523
 281 50 0.001283 0.000533
 282 0 0.001447 0
 282 1 0.001449 0.000011
 282 2 0.001448 0.000023
 282 3 0.001447 0.000035
 282 4 0.001448 0.000046
 282 5 0.001448 0.000057
 282 6 0.001445 0.000069
 282 7 0.001446 0.000079
 282 8 0.001444 0.000091
 282 9 0.001442 0.000102
 282 10 0.001439 0.000113
 282 11 0.001441 0.000126
 282 12 0.001437 0.000136
 282 13 0.001436 0.000146
 282 14 0.001434 0.000157
 282 15 0.001432 0.000169
 282 16 0.001429 0.000181
 282 17 0.001426 0.000192
 282 18 0.001422 0.000202
 282 19 0.001422 0.000213
 282 20 0.001417 0.000224
 282 21 0.001413 0.000235
 282 22 0.001411 0.000245
 282 23 0.001407 0.000257
 282 24 0.001404 0.000268
 282 25 0.001401 0.000279
 282 26 0.001397 0.000289
 282 27 0.001391 0.0003
 282 28 0.001389 0.00031
 282 29 0.001383 0.000321
 282 30 0.00138 0.000331
 282 31 0.001375 0.000341
 282 32 0.001371 0.000351
 282 33 0.001365 0.000362
 282 34 0.001361 0.000372
 282 35 0.001356 0.000382
 282 36 0.001351 0.000392
 282 37 0.001347 0.000403
 282 38 0.001339 0.000413
 282 39 0.001332 0.000422
 282 40 0.001329 0.000431
 282 41 0.001325 0.000442
 282 42 0.001317 0.000452
 282 43 0.001311 0.000461
 282 44 0.001304 0.000471
 282 45 0.0013 0.000481
 282 46 0.001292 0.000489
 282 47 0.001287 0.000499
 282 48 0.00128 0.000508
 282 49 0.001273 0.000517
 282 50 0.001266 0.000526
 283 0 0.001425 0
 283 1 0.001425 0.000011
 283 2 0.001424 0.000021
 283 3 0.001424 0.000035
 283 4 0.001424 0.000045
 283 5 0.001425 0.000056
 283 6 0.001423 0.000068
 283 7 0.001424 0.000079
 283 8 0.001421 0.00009
 283 9 0.00142 0.0001
 283 10 0.001418 0.00011
 283 11 0.001418 0.000121
 283 12 0.001414 0.000133
 283 13 0.001413 0.000146
 283 14 0.001413 0.000154
 283 15 0.001409 0.000166
 283 16 0.001404 0.000177
 283 17 0.001405 0.000188
 283 18 0.0014 0.000199
 283 19 0.0014 0.00021
 283 20 0.001396 0.000221
 283 21 0.001392 0.000232
 283 22 0.001391 0.000243
 283 23 0.001386 0.000253
 283 24 0.001382 0.000265
 283 25 0.00138 0.000275
 283 26 0.001376 0.000286
 283 27 0.001371 0.000297
 283 28 0.001367 0.000306
 283 29 0.001363 0.000317
 283 30 0.001358 0.000327
 283 31 0.001357 0.000337
 283 32 0.001348 0.000347
 283 33 0.001345 0.000358
 283 34 0.00134 0.000368
 283 35 0.001335 0.000378
 283 36 0.00133 0.000388
 283 37 0.001326 0.000397
 283 38 0.001319 0.000407
 283 39 0.001314 0.000417
 283 40 0.001309 0.000427
 283 41 0.001304 0.000437
 283 42 0.001294 0.000446
 283 43 0.001293 0.000456
 283 44 0.001286 0.000463
 283 45 0.001279 0.000473
 283 46 0.001272 0.000483
 283 47 0.001267 0.000492
 283 48 0.00126 0.000502
 283 49 0.001252 0.00051
 283 50 0.001247 0.000519
 284 0 0.001401 0
 284 1 0.001404 0.000011
 284 2 0.001404 0.000021
 284 3 0.001403 0.000032
 284 4 0.001402 0.000042
 284 5 0.001403 0.000055
 284 6 0.001401 0.000066
 284 7 0.0014 0.000077
 284 8 0.001399 0.000089
 284 9 0.001397 0.0001
 284 10 0.001396 0.00011
 284 11 0.001398 0.000121
 284 12 0.00139 0.000134
 284 13 0.001391 0.000144
 284 14 0.00139 0.000154
 284 15 0.001387 0.000166
 284 16 0.001385 0.000174
 284 17 0.001383 0.000184
 284 18 0.001379 0.000197
 284 19 0.001378 0.000208
 284 20 0.001374 0.000218
 284 21 0.001371 0.000229
 284 22 0.001369 0.00024
 284 23 0.001365 0.00025
 284 24 0.001361 0.000261
 284 25 0.001358 0.000271
 284 26 0.001355 0.000282
 284 27 0.00135 0.000292
 284 28 0.001346 0.000302
 284 29 0.001341 0.000313
 284 30 0.001338 0.000323
 284 31 0.001336 0.000333
 284 32 0.001329 0.000344
 284 33 0.001325 0.000353
 284 34 0.00132 0.000363
 284 35 0.001314 0.000373
 284 36 0.001311 0.000382
 284 37 0.001305 0.000392
 284 38 0.001298 0.000402
 284 39 0.001295 0.000411
 284 40 0.001289 0.000421
 284 41 0.001282 0.000431
 284 42 0.001277 0.00044
 284 43 0.001271 0.000449
 284 44 0.001266 0.000459
 284 45 0.001259 0.000468
 284 46 0.001252 0.000477
 284 47 0.001247 0.000486
 284 48 0.001241 0.000495
 284 49 0.001236 0.000503
 284 50 0.001228 0.000512
 285 0 0.001379 0
 285 1 0.001381 0.00001
 285 2 0.001383 0.000021
 285 3 0.001382 0.000032
 285 4 0.00138 0.000044
 285 5 0.00138 0.000054
 285 6 0.001379 0.000065
 285 7 0.001378 0.000077
 285 8 0.001378 0.000089
 285 9 0.001374 0.000098
 285 10 0.001375 0.000108
 285 11 0.001375 0.00012
 285 12 0.00137 0.000131
 285 13 0.001369 0.000142
 285 14 0.001365 0.000152
 285 15 0.001367 0.000163
 285 16 0.001365 0.000174
 285 17 0.001359 0.000184
 285 18 0.001358 0.000194
 285 19 0.001354 0.000205
 285 20 0.001353 0.000215
 285 21 0.001349 0.000226
 285 22 0.001346 0.000237
 285 23 0.001343 0.000247
 285 24 0.001339 0.000258
 285 25 0.001336 0.000267
 285 26 0.001333 0.000277
 285 27 0.001329 0.000288
 285 28 0.001325 0.000299
 285 29 0.00132 0.000309
 285 30 0.001317 0.000318
 285 31 0.001314 0.000329
 285 32 0.001308 0.000339
 285 33 0.001303 0.000348
 285 34 0.001299 0.000358
 285 35 0.001293 0.000367
 285 36 0.001291 0.000377
 285 37 0.001283 0.000387
 285 38 0.001278 0.000397
 285 39 0.001274 0.000407
 285 40 0.001269 0.000416
 285 41 0.001262 0.000425
 285 42 0.001258 0.000434
 285 43 0.00125 0.000444
 285 44 0.001245 0.000452
 285 45 0.001241 0.000462
 285 46 0.001234 0.00047
 285 47 0.001227 0.00048
 285 48 0.001222 0.000488
 285 49 0.001216 0.000497
 285 50 0.001208 0.000506
 286 0 0.00136 0
 286 1 0.00136 0.00001
 286 2 0.001361 0.000022
 286 3 0.001359 0.000033
 286 4 0.001358 0.000044
 286 5 0.00136 0.000054
 286 6 0.001357 0.000063
 286 7 0.001356 0.000075
 286 8 0.001356 0.000085
 286 9 0.001354 0.000096
 286 10 0.001353 0.000108
 286 11 0.001352 0.000119
 286 12 0.001351 0.000129
 286 13 0.001347 0.000139
 286 14 0.001345 0.00015
 286 15 0.001344 0.000161
 286 16 0.001341 0.000172
 286 17 0.001339 0.000181
 286 18 0.001337 0.000192
 286 19 0.001335 0.000202
 286 20 0.001332 0.000213
 286 21 0.001329 0.000223
 286 22 0.001325 0.000233
 286 23 0.001322 0.000242
 286 24 0.001318 0.000254
 286 25 0.001314 0.000265
 286 26 0.001315 0.000275
 286 27 0.001308 0.000284
 286 28 0.001304 0.000294
 286 29 0.0013 0.000303
 286 30 0.001296 0.000313
 286 31 0.001292 0.000324
 286 32 0.001288 0.000334
 286 33 0.001283 0.000345
 286 34 0.001279 0.000354
 286 35 0.001272 0.000363
 286 36 0.001269 0.000372
 286 37 0.001264 0.000382
 286 38 0.001259 0.000391
 286 39 0.001255 0.0004
 286 40 0.001249 0.00041
 286 41 0.001243 0.000419
 286 42 0.001237 0.000429
 286 43 0.001232 0.000438
 286 44 0.001227 0.000447
 286 45 0.001221 0.000456
 286 46 0.001215 0.000465
 286 47 0.001208 0.000473
 286 48 0.001202 0.000482
 286 49 0.001195 0.000491
 286 50 0.00119 0.000499
 287 0 0.00134 0
 287 1 0.001339 0.00001
 287 2 0.001339 0.000021
 287 3 0.001338 0.000032
 287 4 0.001336 0.000042
 287 5 0.001339 0.000054
 287 6 0.001337 0.000063
 287 7 0.001335 0.000075
 287 8 0.001335 0.000085
 287 9 0.001332 0.000095
 287 10 0.001332 0.000105
 287 11 0.00133 0.000116
 287 12 0.001329 0.000126
 287 13 0.001326 0.000137
 287 14 0.001325 0.000148
 287 15 0.001323 0.000158
 287 16 0.00132 0.000169
 287 17 0.001319 0.000179
 287 18 0.001316 0.00019
 287 19 0.001314 0.0002
 287 20 0.00131 0.000209
 287 21 0.001308 0.00022
 287 22 0.001305 0.00023
 287 23 0.001302 0.000241
 287 24 0.001298 0.000251
 287 25 0.001294 0.00026
 287 26 0.001293 0.00027
 287 27 0.001288 0.000281
 287 28 0.001282 0.000291
 287 29 0.001279 0.000302
 287 30 0.001276 0.000312
 287 31 0.001271 0.000319
 287 32 0.001268 0.000329
 287 33 0.001262 0.000339
 287 34 0.00126 0.000349
 287 35 0.001254 0.000359
 287 36 0.00125 0.000368
 287 37 0.001244 0.000377
 287 38 0.001238 0.000386
 287 39 0.001235 0.000396
 287 40 0.001229 0.000405
 287 41 0.001224 0.000414
 287 42 0.001219 0.000423
 287 43 0.001213 0.000432
 287 44 0.001208 0.000441
 287 45 0.001201 0.000449
 287 46 0.001196 0.000458
 287 47 0.001191 0.000467
 287 48 0.001183 0.000477
 287 49 0.001178 0.000485
 287 50 0.001172 0.000493
 288 0 0.001319 0
 288 1 0.001318 0.00001
 288 2 0.001318 0.000021
 288 3 0.001317 0.000031
 288 4 0.001315 0.000042
 288 5 0.001316 0.000052
 288 6 0.001316 0.000063
 288 7 0.001314 0.000074
 288 8 0.001315 0.000084
 288 9 0.001311 0.000094
 288 10 0.001309 0.000103
 288 11 0.001309 0.000115
 288 12 0.001308 0.000125
 288 13 0.001306 0.000135
 288 14 0.001305 0.000146
 288 15 0.001302 0.000157
 288 16 0.001299 0.000167
 288 17 0.001297 0.000177
 288 18 0.001295 0.000186
 288 19 0.001292 0.000197
 288 20 0.001288 0.000208
 288 21 0.001287 0.000217
 288 22 0.001284 0.000228
 288 23 0.001281 0.000237
 288 24 0.001278 0.000248
 288 25 0.001274 0.000257
 288 26 0.001271 0.000267
 288 27 0.001268 0.000277
 288 28 0.001262 0.000286
 288 29 0.001259 0.000296
 288 30 0.001257 0.000306
 288 31 0.001252 0.000316
 288 32 0.001248 0.000326
 288 33 0.001243 0.000334
 288 34 0.001239 0.000344
 288 35 0.001234 0.000354
 288 36 0.00123 0.000363
 288 37 0.001225 0.000372
 288 38 0.00122 0.000381
 288 39 0.001215 0.000389
 288 40 0.001209 0.000399
 288 41 0.001205 0.000408
 288 42 0.0012 0.000417
 288 43 0.001194 0.000427
 288 44 0.001188 0.000436
 288 45 0.001183 0.000445
 288 46 0.001178 0.000454
 288 47 0.001172 0.000462
 288 48 0.001164 0.00047
 288 49 0.00116 0.000479
 288 50 0.001154 0.000487
 289 0 0.001301 0
 289 1 0.001298 0.00001
 289 2 0.001296 0.00002
 289 3 0.001296 0.000031
 289 4 0.001295 0.00004
 289 5 0.001296 0.00005
 289 6 0.001293 0.000062
 289 7 0.001293 0.000072
 289 8 0.001295 0.000082
 289 9 0.001292 0.000092
 289 10 0.001288 0.000104
 289 11 0.001289 0.000114
 289 12 0.001288 0.000123
 289 13 0.001284 0.000134
 289 14 0.001285 0.000143
 289 15 0.001281 0.000154
 289 16 0.001279 0.000164
 289 17 0.001277 0.000174
 289 18 0.001276 0.000185
 289 19 0.001271 0.000195
 289 20 0.00127 0.000204
 289 21 0.001267 0.000214
 289 22 0.001264 0.000226
 289 23 0.001262 0.000238
 289 24 0.001258 0.000243
 289 25 0.001254 0.000252
 289 26 0.001251 0.000263
 289 27 0.001249 0.000273
 289 28 0.001244 0.000282
 289 29 0.00124 0.000292
 289 30 0.001237 0.000302
 289 31 0.001232 0.000312
 289 32 0.001228 0.000321
 289 33 0.001224 0.000331
 289 34 0.001219 0.00034
 289 35 0.001215 0.000349
 289 36 0.00121 0.000358
 289 37 0.001206 0.000368
 289 38 0.001202 0.000377
 289 39 0.001196 0.000386
 289 40 0.00119 0.000395
 289 41 0.001185 0.000404
 289 42 0.001181 0.000413
 289 43 0.001176 0.000422
 289 44 0.00117 0.00043
 289 45 0.001164 0.000438
 289 46 0.00116 0.000447
 289 47 0.001154 0.000456
 289 48 0.001145 0.000464
 289 49 0.001142 0.000473
 289 50 0.001135 0.000481
 290 0 0.001281 0
 290 1 0.001277 0.00001
 290 2 0.001276 0.00002
 290 3 0.001275 0.00003
 290 4 0.001276 0.000041
 290 5 0.001275 0.000051
 290 6 0.001274 0.000061
 290 7 0.001273 0.000071
 290 8 0.001273 0.000081
 290 9 0.001269 0.000091
 290 10 0.001269 0.000102
 290 11 0.001268 0.000112
 290 12 0.001267 0.000123
 290 13 0.001265 0.000132
 290 14 0.001263 0.000142
 290 15 0.00126 0.000152
 290 16 0.001259 0.000162
 290 17 0.001256 0.000172
 290 18 0.001255 0.000183
 290 19 0.00125 0.000192
 290 20 0.001251 0.000202
 290 21 0.001248 0.000211
 290 22 0.001244 0.000222
 290 23 0.001243 0.000232
 290 24 0.001237 0.000241
 290 25 0.001234 0.00025
 290 26 0.001231 0.00026
 290 27 0.001227 0.000269
 290 28 0.001225 0.000279
 290 29 0.001221 0.000289
 290 30 0.001217 0.000298
 290 31 0.001213 0.000307
 290 32 0.001209 0.000317
 290 33 0.001204 0.000326
 290 34 0.0012 0.000335
 290 35 0.001197 0.000345
 290 36 0.001191 0.000353
 290 37 0.001187 0.000362
 290 38 0.001183 0.000372
 290 39 0.001178 0.000381
 290 40 0.001171 0.00039
 290 41 0.001166 0.000399
 290 42 0.001163 0.000407
 290 43 0.001158 0.000415
 290 44 0.001152 0.000424
 290 45 0.001145 0.000432
 290 46 0.001141 0.000442
 290 47 0.001137 0.00045
 290 48 0.001126 0.000456
 290 49 0.001124 0.000465
 290 50 0.001117 0.000475
 291 0 0.001259 0
 291 1 0.001257 0.00001
 291 2 0.001256 0.00002
 291 3 0.001254 0.000031
 291 4 0.001254 0.00004
 291 5 0.001253 0.000048
 291 6 0.001254 0.00006
 291 7 0.001253 0.000071
 291 8 0.00125 0.000081
 291 9 0.001249 0.00009
 291 10 0.00125 0.0001
 291 11 0.001248 0.00011
 291 12 0.001247 0.000121
 291 13 0.001245 0.00013
 291 14 0.001244 0.00014
 291 15 0.001242 0.000149
 291 16 0.001239 0.000159
 291 17 0.001236 0.00017
 291 18 0.001236 0.00018
 291 19 0.001231 0.00019
 291 20 0.00123 0.000199
 291 21 0.001228 0.000208
 291 22 0.001224 0.000218
 291 23 0.001222 0.000228
 291 24 0.001218 0.000238
 291 25 0.001215 0.000247
 291 26 0.001212 0.000256
 291 27 0.001208 0.000266
 291 28 0.001206 0.000276
 291 29 0.001202 0.000285
 291 30 0.001198 0.000294
 291 31 0.001193 0.000303
 291 32 0.00119 0.000313
 291 33 0.001185 0.000322
 291 34 0.001181 0.000331
 291 35 0.001178 0.000341
 291 36 0.001173 0.000349
 291 37 0.001169 0.000358
 291 38 0.001164 0.000367
 291 39 0.001159 0.000376
 291 40 0.001151 0.000385
 291 41 0.001149 0.000394
 291 42 0.001145 0.000402
 291 43 0.001138 0.000411
 291 44 0.001133 0.000419
 291 45 0.001128 0.000428
 291 46 0.001123 0.000436
 291 47 0.001118 0.000445
 291 48 0.001111 0.000452
 291 49 0.001105 0.000461
 291 50 0.001099 0.000469
 292 0 0.001236 0
 292 1 0.001237 0.000009
 292 2 0.001235 0.000019
 292 3 0.001234 0.000029
 292 4 0.001235 0.000039
 292 5 0.001235 0.000049
 292 6 0.001234 0.000059
 292 7 0.001233 0.000069
 292 8 0.001231 0.000079
 292 9 0.001231 0.000091
 292 10 0.001229 0.0001
 292 11 0.001228 0.000109
 292 12 0.001227 0.000118
 292 13 0.001226 0.000128
 292 14 0.001223 0.000139
 292 15 0.001222 0.00015
 292 16 0.00122 0.000158
 292 17 0.001215 0.000168
 292 18 0.001216 0.000177
 292 19 0.001212 0.000186
 292 20 0.00121 0.000196
 292 21 0.001208 0.000206
 292 22 0.001204 0.000216
 292 23 0.001202 0.000226
 292 24 0.0012 0.000236
 292 25 0.001196 0.000244
 292 26 0.001193 0.000255
 292 27 0.001189 0.000264
 292 28 0.001186 0.000272
 292 29 0.001183 0.000281
 292 30 0.001178 0.000291
 292 31 0.001176 0.000299
 292 32 0.00117 0.000308
 292 33 0.001166 0.000317
 292 34 0.001162 0.000327
 292 35 0.001159 0.000336
 292 36 0.001154 0.000345
 292 37 0.001149 0.000354
 292 38 0.001146 0.000364
 292 39 0.00114 0.000371
 292 40 0.001134 0.000379
 292 41 0.001131 0.000388
 292 42 0.001127 0.000397
 292 43 0.001122 0.000405
 292 44 0.001116 0.000413
 292 45 0.001111 0.000422
 292 46 0.001106 0.000431
 292 47 0.0011 0.000439
 292 48 0.001093 0.000447
 292 49 0.001086 0.000454
 292 50 0.001083 0.000463
 293 0 0.001216 0
 293 1 0.001217 0.000009
 293 2 0.001216 0.000018
 293 3 0.001217 0.000029
 293 4 0.001215 0.00004
 293 5 0.001215 0.000049
 293 6 0.001215 0.000059
 293 7 0.001214 0.000068
 293 8 0.001211 0.000077
 293 9 0.00121 0.000086
 293 10 0.00121 0.000097
 293 11 0.001208 0.000107
 293 12 0.001207 0.000118
 293 13 0.001205 0.000128
 293 14 0.001203 0.000138
 293 15 0.001203 0.000147
 293 16 0.0012 0.000157
 293 17 0.001198 0.000166
 293 18 0.001196 0.000174
 293 19 0.001195 0.000185
 293 20 0.00119 0.000194
 293 21 0.001188 0.000203
 293 22 0.001184 0.000212
 293 23 0.001182 0.000222
 293 24 0.001181 0.000231
 293 25 0.001176 0.000241
 293 26 0.001174 0.00025
 293 27 0.001171 0.000259
 293 28 0.001167 0.000268
 293 29 0.001164 0.000277
 293 30 0.001159 0.000287
 293 31 0.001156 0.000296
 293 32 0.001152 0.000306
 293 33 0.001149 0.000314
 293 34 0.001145 0.000322
 293 35 0.00114 0.000331
 293 36 0.001136 0.00034
 293 37 0.001131 0.000349
 293 38 0.001128 0.000357
 293 39 0.001122 0.000367
 293 40 0.001117 0.000375
 293 41 0.001112 0.000384
 293 42 0.001107 0.000393
 293 43 0.001104 0.000401
 293 44 0.001098 0.00041
 293 45 0.001093 0.000417
 293 46 0.001089 0.000425
 293 47 0.001083 0.000434
 293 48 0.001076 0.000443
 293 49 0.001072 0.000449
 293 50 0.001067 0.000458
 294 0 0.001197 0
 294 1 0.001197 0.000009
 294 2 0.001198 0.00002
 294 3 0.001196 0.000029
 294 4 0.001195 0.000038
 294 5 0.001197 0.000048
 294 6 0.001193 0.000058
 294 7 0.001195 0.000067
 294 8 0.001193 0.000078
 294 9 0.001192 0.000086
 294 10 0.00119 0.000096
 294 11 0.001188 0.000107
 294 12 0.001187 0.000117
 294 13 0.001185 0.000126
 294 14 0.001184 0.000134
 294 15 0.001184 0.000144
 294 16 0.001181 0.000153
 294 17 0.001179 0.000162
 294 18 0.001177 0.000172
 294 19 0.001174 0.000181
 294 20 0.001172 0.000191
 294 21 0.00117 0.0002
 294 22 0.001166 0.00021
 294 23 0.001164 0.00022
 294 24 0.001161 0.000229
 294 25 0.001158 0.000237
 294 26 0.001155 0.000247
 294 27 0.001152 0.000256
 294 28 0.001149 0.000265
 294 29 0.001145 0.000274
 294 30 0.001141 0.000284
 294 31 0.001137 0.000292
 294 32 0.001133 0.000301
 294 33 0.001132 0.000311
 294 34 0.001128 0.000319
 294 35 0.001121 0.000328
 294 36 0.001117 0.000336
 294 37 0.001114 0.000344
 294 38 0.001108 0.000353
 294 39 0.001105 0.000362
 294 40 0.0011 0.00037
 294 41 0.001094 0.00038
 294 42 0.001091 0.000388
 294 43 0.001084 0.000395
 294 44 0.001081 0.000403
 294 45 0.001076 0.000412
 294 46 0.00107 0.00042
 294 47 0.001065 0.000429
 294 48 0.001059 0.000438
 294 49 0.001054 0.000445
 294 50 0.001048 0.000452
 295 0 0.001179 0
 295 1 0.001178 0.000009
 295 2 0.001178 0.000019
 295 3 0.001178 0.000029
 295 4 0.001175 0.000038
 295 5 0.001175 0.000048
 295 6 0.001175 0.000057
 295 7 0.001176 0.000067
 295 8 0.001174 0.000077
 295 9 0.001174 0.000087
 295 10 0.001171 0.000096
 295 11 0.001169 0.000104
 295 12 0.001168 0.000113
 295 13 0.001167 0.000123
 295 14 0.001165 0.000132
 295 15 0.001163 0.000141
 295 16 0.001163 0.000151
 295 17 0.001159 0.000161
 295 18 0.001157 0.000171
 295 19 0.001154 0.00018
 295 20 0.001152 0.000189
 295 21 0.00115 0.000198
 295 22 0.001148 0.000208
 295 23 0.001145 0.000217
 295 24 0.001144 0.000225
 295 25 0.00114 0.000234
 295 26 0.001137 0.000244
 295 27 0.001133 0.000253
 295 28 0.001131 0.000263
 295 29 0.001128 0.000272
 295 30 0.001124 0.000281
 295 31 0.001119 0.000288
 295 32 0.001116 0.000297
 295 33 0.001113 0.000306
 295 34 0.001108 0.000315
 295 35 0.001103 0.000323
 295 36 0.001098 0.000331
 295 37 0.001095 0.00034
 295 38 0.001091 0.000349
 295 39 0.001087 0.000357
 295 40 0.001082 0.000365
 295 41 0.001077 0.000373
 295 42 0.001074 0.000382
 295 43 0.001067 0.00039
 295 44 0.001063 0.000399
 295 45 0.001058 0.000407
 295 46 0.001053 0.000415
 295 47 0.001048 0.000423
 295 48 0.001043 0.00043
 295 49 0.001038 0.000438
 295 50 0.001031 0.000446
 296 0 0.00116 0
 296 1 0.001158 0.000009
 296 2 0.001158 0.000019
 296 3 0.001158 0.000029
 296 4 0.001157 0.000038
 296 5 0.001157 0.000047
